Operation Type, Drone ID, Step Simulated Time, Total Simulated Time
Search, 300, 0.5694268, 241.9502
Search, 300, 2.326264, 244.2765
Search, 300, 2.533938, 246.8104
Search, 300, 2.083763, 248.8942
Search, 300, 1.040789, 249.935
Search, 300, 2.419755, 252.3547
Search, 300, 2.250779, 254.6055
Search, 300, 1.220929, 255.8264
Search, 300, 2.303103, 258.1295
Search, 300, 1.015149, 259.1447
Search, 300, 2.350349, 261.495
Search, 300, 2.406872, 263.9019
Search, 300, 0.1112233, 264.0131
Search, 300, 0.3927096, 264.4058
Search, 300, 1.373552, 265.7794
Search, 300, 1.715944, 267.4953
Search, 300, 1.905062, 269.4004
Search, 300, 2.424962, 271.8253
Search, 300, 2.601571, 274.4269
Search, 300, 1.379583, 275.8065
Search, 300, 1.442258, 277.2487
Search, 300, 0.8490915, 278.0978
Search, 300, 1.478749, 279.5766
Search, 300, 2.349776, 281.9264
Search, 300, 1.56421, 283.4906
Search, 300, 0.219886, 283.7104
Search, 300, 0.3530132, 284.0635
Search, 300, 2.287064, 286.3505
Search, 300, 1.601889, 287.9524
Search, 300, 0.8239202, 288.7763
Search, 300, 1.981981, 290.7583
Search, 300, 1.277241, 292.0356
Search, 300, 2.098124, 294.1337
Search, 300, 0.06027787, 294.194
Search, 300, 1.643199, 295.8372
Search, 300, 1.457133, 297.2943
Search, 300, 2.195773, 299.4901
Search, 300, 0.1826331, 299.6727
Search, 300, 0.1719131, 299.8446
Search, 300, 2.437699, 302.2823
Search, 300, 1.395865, 303.6782
Search, 300, 1.764021, 305.4422
Search, 300, 2.337866, 307.7801
Search, 300, 0.1523216, 307.9324
Search, 300, 2.370853, 310.3032
Search, 300, 2.425746, 312.729
Search, 300, 2.680382, 315.4094
Search, 300, 2.608037, 318.0174
Search, 300, 2.561396, 320.5788
Search, 300, 1.900411, 322.4792
Search, 300, 2.613435, 325.0927
Search, 300, 2.456199, 327.5489
Search, 300, 1.107552, 328.6564
Search, 300, 2.662049, 331.3185
Search, 300, 1.152565, 332.471
Search, 300, 1.29075, 333.7617
Search, 300, 2.238473, 336.0002
Search, 300, 1.570865, 337.5711
Search, 300, 0.5694166, 338.1405
Search, 300, 2.366883, 340.5074
Search, 300, 2.589062, 343.0964
Search, 300, 2.657409, 345.7538
Search, 300, 1.409905, 347.1638
Search, 300, 0.1182925, 347.282
Search, 300, 2.608666, 349.8907
Search, 300, 0.3219286, 350.2126
Search, 300, 2.483526, 352.6962
Search, 300, 1.067211, 353.7634
Search, 300, 0.1281635, 353.8915
Search, 300, 0.8642852, 354.7558
Search, 300, 2.300023, 357.0558
Search, 300, 1.886484, 358.9423
Search, 300, 0.3369572, 359.2793
Search, 300, 2.195363, 361.4746
Search, 300, 0.9499079, 362.4246
Search, 300, 0.6335017, 363.0581
Search, 300, 1.271485, 364.3296
Search, 300, 2.009969, 366.3395
Search, 300, 0.8359987, 367.1755
Search, 300, 2.64839, 369.8239
Search, 300, 2.300894, 372.1248
Search, 300, 1.979422, 374.1042
Search, 300, 1.34057, 375.4448
Search, 300, 2.052833, 377.4977
Search, 300, 2.404742, 379.9024
Search, 300, 2.157292, 382.0597
Search, 300, 1.383619, 383.4433
Search, 300, 2.433561, 385.8769
Search, 300, 0.4245335, 386.3014
Search, 300, 1.869879, 388.1713
Search, 300, 2.452863, 390.6241
Search, 300, 0.7973737, 391.4215
Search, 300, 2.219489, 393.641
Search, 300, 1.705504, 395.3465
Search, 300, 0.8303769, 396.1768
Search, 300, 2.423644, 398.6005
Search, 300, 1.841866, 400.4424
Search, 300, 1.56162, 402.004
Search, 300, 1.962625, 403.9666
Search, 300, 2.202747, 406.1693
Search, 300, 2.162874, 408.3322
Search, 300, 2.313269, 410.6455
Search, 300, 0.682854, 411.3283
Search, 300, 1.419325, 412.7477
Search, 300, 1.93679, 414.6844
Search, 300, 1.723496, 416.408
Search, 300, 1.329243, 417.7372
Search, 300, 2.599578, 420.3368
Search, 300, 2.012974, 422.3498
Search, 300, 0.5295952, 422.8794
Search, 300, 1.457716, 424.3371
Search, 300, 1.580086, 425.9171
Search, 300, 0.2081826, 426.1253
Search, 300, 0.2295206, 426.3549
Search, 300, 0.4619809, 426.8168
Search, 300, 0.352257, 427.1691
Search, 300, 1.480659, 428.6497
Search, 300, 2.530962, 431.1807
Search, 300, 1.538992, 432.7197
Search, 300, 1.978811, 434.6985
Search, 300, 2.504014, 437.2026
Search, 300, 2.530592, 439.7332
Search, 300, 2.365651, 442.0988
Search, 300, 0.8762426, 442.9751
Search, 300, 2.516152, 445.4912
Search, 300, 2.165104, 447.6563
Search, 300, 1.093038, 448.7494
Search, 300, 2.222835, 450.9722
Search, 300, 2.561614, 453.5338
Search, 300, 1.289871, 454.8237
Search, 300, 2.5739, 457.3976
Search, 300, 2.633427, 460.031
Search, 300, 2.591983, 462.623
Search, 300, 1.723209, 464.3462
Search, 300, 2.486944, 466.8331
Search, 300, 1.340736, 468.1739
Search, 300, 1.058206, 469.2321
Search, 300, 1.57211, 470.8042
Search, 300, 2.538212, 473.3424
Search, 300, 2.655225, 475.9976
Search, 300, 0.6837319, 476.6813
Search, 300, 2.530534, 479.2119
Search, 300, 0.0714924, 479.2834
Search, 300, 1.586123, 480.8695
Search, 300, 1.086893, 481.9564
Search, 300, 0.2640394, 482.2204
Search, 300, 1.084858, 483.3053
Search, 300, 2.109213, 485.4145
Search, 300, 2.66719, 488.0817
Search, 300, 2.582775, 490.6645
Search, 300, 1.852055, 492.5165
Search, 300, 2.05593, 494.5724
Search, 300, 1.130238, 495.7027
Search, 300, 1.038272, 496.741
Search, 300, 0.775561, 497.5165
Search, 300, 2.374883, 499.8914
Search, 300, 2.119971, 502.0114
Search, 300, 2.227049, 504.2384
Search, 300, 1.529263, 505.7677
Search, 300, 1.340616, 507.1083
Search, 300, 0.1740878, 507.2824
Search, 300, 1.25777, 508.5402
Search, 300, 1.769767, 510.31
Search, 300, 2.343678, 512.6536
Search, 300, 0.4497674, 513.1034
Search, 300, 0.1562309, 513.2596
Search, 300, 0.5083755, 513.768
Search, 300, 0.7394645, 514.5074
Search, 300, 2.598327, 517.1058
Search, 300, 1.545863, 518.6516
Search, 300, 2.654503, 521.3061
Search, 300, 2.421065, 523.7272
Search, 300, 1.245603, 524.9728
Search, 300, 2.440132, 527.4129
Search, 300, 1.922278, 529.3352
Search, 300, 2.478034, 531.8132
Search, 300, 2.327376, 534.1406
Search, 300, 1.158283, 535.2989
Search, 300, 1.374729, 536.6736
Search, 300, 2.016667, 538.6903
Search, 300, 0.6823761, 539.3727
Search, 300, 2.451723, 541.8244
Search, 300, 1.281201, 543.1056
Search, 300, 2.515831, 545.6214
Search, 300, 0.3851019, 546.0065
Search, 300, 1.450585, 547.4571
Search, 300, 2.530233, 549.9873
Search, 300, 1.230074, 551.2174
Search, 300, 1.671206, 552.8886
Search, 300, 1.940744, 554.8293
Search, 300, 2.447187, 557.2766
Search, 300, 1.806355, 559.0829
Search, 300, 1.021207, 560.1041
Search, 300, 2.032882, 562.137
Search, 300, 2.02083, 564.1578
Search, 300, 2.657039, 566.8148
Search, 300, 1.804971, 568.6198
Search, 300, 1.278205, 569.898
Search, 300, 2.406384, 572.3044
Search, 300, 1.833642, 574.138
Search, 300, 1.386197, 575.5242
Search, 300, 1.714261, 577.2384
Search, 300, 2.545394, 579.7838
Search, 300, 1.527748, 581.3116
Search, 300, 2.515586, 583.8271
Search, 300, 1.675453, 585.5026
Search, 300, 0.6440291, 586.1467
Search, 300, 2.019789, 588.1664
Search, 300, 2.449558, 590.616
Search, 300, 2.226784, 592.8428
Search, 300, 1.393534, 594.2364
Search, 300, 2.634941, 596.8713
Search, 300, 2.1091, 598.9805
Search, 300, 2.189448, 601.1699
Search, 300, 0.1662996, 601.3362
Search, 300, 0.1642237, 601.5005
Search, 300, 2.260319, 603.7608
Search, 300, 1.911723, 605.6725
Search, 300, 2.053245, 607.7258
Search, 300, 0.1340635, 607.8598
Search, 300, 1.14281, 609.0026
Search, 300, 1.304168, 610.3068
Search, 300, 0.5654873, 610.8723
Search, 300, 0.5211844, 611.3934
Search, 300, 2.47747, 613.8709
Search, 300, 2.292336, 616.1633
Search, 300, 1.869547, 618.0328
Search, 300, 2.419439, 620.4523
Search, 300, 1.007497, 621.4598
Search, 300, 0.5856023, 622.0454
Search, 300, 1.263617, 623.309
Search, 300, 1.455021, 624.764
Search, 300, 2.326193, 627.0902
Search, 300, 2.332246, 629.4225
Search, 300, 2.601236, 632.0237
Search, 300, 1.658319, 633.6821
Search, 300, 2.410681, 636.0928
Search, 300, 0.5988793, 636.6917
Search, 300, 1.565547, 638.2572
Search, 300, 1.028462, 639.2856
Search, 300, 2.562885, 641.8485
Search, 300, 0.1781077, 642.0266
Search, 300, 2.421476, 644.4481
Search, 300, 1.174415, 645.6225
Search, 300, 0.02720378, 645.6497
Search, 300, 2.289061, 647.9388
Search, 300, 2.145612, 650.0844
Search, 300, 2.463615, 652.548
Search, 300, 1.462666, 654.0107
Search, 300, 2.13871, 656.1494
Search, 300, 1.010542, 657.16
Search, 300, 2.515801, 659.6758
Search, 300, 2.440962, 662.1168
Search, 300, 2.459251, 664.576
Search, 300, 1.527426, 666.1034
Search, 300, 2.28315, 668.3865
Search, 300, 0.2500251, 668.6365
Search, 300, 0.3156097, 668.9521
Search, 300, 1.42303, 670.3752
Search, 300, 0.4904756, 670.8657
Search, 300, 0.9690393, 671.8347
Search, 300, 0.5852311, 672.4199
Search, 300, 2.416777, 674.8367
Search, 300, 2.494374, 677.3311
Search, 300, 2.324707, 679.6558
Search, 300, 2.612436, 682.2682
Search, 300, 1.56576, 683.8339
Search, 300, 2.501716, 686.3356
Search, 300, 2.143033, 688.4786
Search, 300, 0.3761429, 688.8548
Search, 300, 0.3035119, 689.1583
Search, 300, 1.795362, 690.9537
Search, 300, 2.055202, 693.0089
Search, 300, 1.005511, 694.0143
Search, 300, 2.363564, 696.3779
Search, 300, 0.9672747, 697.3452
Search, 300, 1.283995, 698.6292
Search, 300, 1.981853, 700.6111
Search, 300, 0.5630693, 701.1741
Search, 300, 2.25284, 703.427
Search, 300, 1.902972, 705.33
Search, 300, 1.503295, 706.8333
Search, 300, 2.221961, 709.0552
Search, 300, 0.7944164, 709.8497
Search, 300, 2.262498, 712.1122
Search, 300, 2.458866, 714.571
Search, 300, 1.51972, 716.0908
Search, 300, 1.548145, 717.6389
Search, 300, 1.198945, 718.8379
Search, 300, 0.4509218, 719.2888
Search, 300, 2.548575, 721.8374
Search, 300, 2.56814, 724.4055
Search, 300, 2.41774, 726.8232
Search, 300, 2.390724, 729.214
Search, 300, 1.378764, 730.5928
Search, 300, 2.281749, 732.8745
Search, 300, 2.163651, 735.0381
Search, 300, 2.418905, 737.457
Search, 300, 0.1656624, 737.6227
Search, 300, 2.311522, 739.9342
Search, 300, 0.07239021, 740.0066
Search, 300, 1.982125, 741.9887
Search, 300, 2.538872, 744.5276
Search, 300, 2.384656, 746.9122
Search, 300, 1.802434, 748.7147
Search, 300, 2.008537, 750.7232
Search, 300, 1.543279, 752.2665
Search, 300, 2.311964, 754.5784
Search, 300, 1.787931, 756.3663
Search, 300, 2.036861, 758.4032
Search, 300, 0.2018678, 758.605
Search, 300, 0.02016117, 758.6252
Search, 300, 1.581704, 760.2069
Search, 300, 1.987472, 762.1944
Search, 300, 2.299113, 764.4935
Search, 300, 1.212622, 765.7062
Search, 300, 1.281943, 766.9881
Search, 300, 2.347515, 769.3356
Search, 300, 0.8375053, 770.1732
Search, 300, 1.846536, 772.0197
Search, 300, 0.2607643, 772.2805
Search, 300, 1.527372, 773.8078
Search, 300, 2.483465, 776.2913
Search, 300, 0.5712005, 776.8625
Search, 300, 0.3822888, 777.2448
Search, 300, 2.685856, 779.9306
Search, 300, 2.168346, 782.0989
Search, 300, 2.575248, 784.6742
Search, 300, 1.684737, 786.3589
Search, 300, 1.963509, 788.3224
Search, 300, 1.196317, 789.5187
Search, 300, 0.1667252, 789.6855
Search, 300, 1.716251, 791.4017
Search, 300, 1.88997, 793.2917
Search, 300, 2.491974, 795.7836
Search, 300, 1.881881, 797.6655
Search, 300, 2.500453, 800.166
Search, 300, 2.209807, 802.3757
Search, 300, 0.2900298, 802.6658
Search, 300, 2.475322, 805.1411
Search, 300, 0.2139631, 805.3551
Search, 300, 0.6614232, 806.0165
Search, 300, 2.568405, 808.585
Search, 300, 1.980934, 810.5659
Search, 300, 2.479586, 813.0455
Search, 300, 2.436726, 815.4822
Search, 300, 2.205023, 817.6873
Search, 300, 0.188109, 817.8754
Search, 300, 1.53161, 819.407
Search, 300, 1.764395, 821.1714
Search, 300, 0.6498989, 821.8213
Search, 300, 2.306723, 824.128
Search, 300, 0.6974819, 824.8255
Search, 300, 1.56648, 826.392
Search, 300, 2.283326, 828.6753
Search, 300, 0.47553, 829.1508
Search, 300, 2.594347, 831.7452
Search, 300, 2.046617, 833.7918
Search, 300, 2.32415, 836.116
Search, 300, 2.283691, 838.3997
Search, 300, 0.8173445, 839.217
Search, 300, 2.198821, 841.4158
Search, 300, 2.406261, 843.822
Search, 300, 1.954934, 845.777
Search, 300, 2.152574, 847.9296
Search, 300, 0.9978269, 848.9274
Search, 300, 1.600794, 850.5281
Search, 300, 1.073501, 851.6016
Search, 300, 2.070761, 853.6724
Search, 300, 2.614854, 856.2872
Search, 300, 0.3957893, 856.683
Search, 300, 0.840085, 857.5231
Search, 300, 1.782212, 859.3054
Search, 300, 2.631788, 861.9371
Search, 300, 1.427664, 863.3648
Search, 300, 2.617597, 865.9824
Search, 300, 0.7645261, 866.7469
Search, 300, 2.166082, 868.913
Search, 300, 1.229398, 870.1424
Search, 300, 2.238544, 872.3809
Search, 300, 0.3799132, 872.7608
Search, 300, 2.569818, 875.3306
Search, 300, 2.420902, 877.7515
Search, 300, 2.027125, 879.7786
Search, 300, 2.434269, 882.2129
Search, 300, 2.568604, 884.7815
Search, 300, 1.315699, 886.0972
Search, 300, 2.267891, 888.3651
Search, 300, 2.206264, 890.5713
Search, 300, 2.010766, 892.582
Search, 300, 2.22314, 894.8052
Search, 300, 2.144769, 896.95
Search, 300, 2.512925, 899.4629
Search, 300, 2.405396, 901.8683
Search, 300, 2.296345, 904.1646
Search, 300, 2.568631, 906.7332
Search, 300, 2.604513, 909.3377
Search, 300, 1.310461, 910.6482
Search, 300, 1.955384, 912.6036
Search, 300, 0.08171039, 912.6853
Search, 300, 2.433325, 915.1187
Search, 300, 0.7512376, 915.8699
Search, 300, 2.154899, 918.0248
Search, 300, 1.972451, 919.9973
Search, 300, 2.552722, 922.55
Search, 300, 2.498469, 925.0485
Search, 300, 2.499782, 927.5482
Search, 300, 2.583313, 930.1315
Search, 300, 0.6697652, 930.8013
Search, 300, 1.053235, 931.8545
Search, 300, 0.9707114, 932.8252
Search, 300, 0.8860791, 933.7113
Search, 300, 2.204195, 935.9155
Search, 300, 0.3314869, 936.247
Search, 300, 2.187669, 938.4347
Search, 300, 2.163513, 940.5982
Search, 300, 0.2813623, 940.8796
Search, 300, 2.437268, 943.3168
Search, 300, 2.024472, 945.3413
Search, 300, 2.216931, 947.5582
Search, 300, 0.2773596, 947.8356
Search, 300, 2.565833, 950.4014
Search, 300, 2.537926, 952.9393
Search, 300, 0.5052112, 953.4445
Search, 300, 2.497166, 955.9417
Search, 300, 2.463295, 958.405
Search, 300, 1.412387, 959.8174
Search, 300, 2.163074, 961.9805
Search, 300, 2.221916, 964.2025
Search, 300, 2.159507, 966.3619
Search, 300, 0.06848966, 966.4304
Search, 300, 0.2361216, 966.6666
Search, 300, 2.600918, 969.2675
Search, 300, 0.8362169, 970.1037
Search, 300, 0.4101598, 970.5139
Search, 300, 0.9743687, 971.4882
Search, 300, 0.9840514, 972.4723
Search, 300, 2.205597, 974.6779
Search, 300, 0.1646115, 974.8425
Search, 300, 2.283846, 977.1263
Search, 300, 1.525873, 978.6522
Search, 300, 0.484808, 979.137
Search, 300, 0.8678913, 980.0049
Search, 300, 2.233963, 982.2389
Search, 300, 0.2179197, 982.4568
Search, 300, 0.1581556, 982.6149
Search, 300, 2.045129, 984.66
Search, 300, 1.341399, 986.0014
Search, 300, 1.560815, 987.5622
Search, 300, 2.068152, 989.6304
Search, 300, 1.508677, 991.139
Search, 300, 0.2186241, 991.3577
Search, 300, 2.080647, 993.4383
Search, 300, 0.3711978, 993.8095
Search, 300, 2.444811, 996.2543
Search, 300, 0.4583886, 996.7127
Search, 300, 2.536891, 999.2496
Search, 300, 1.904964, 1001.155
Search, 300, 2.249109, 1003.404
Search, 300, 2.579376, 1005.983
Search, 300, 1.948973, 1007.932
Search, 300, 1.948028, 1009.88
Search, 300, 1.881532, 1011.761
Search, 300, 1.698848, 1013.46
Search, 300, 1.913464, 1015.374
Search, 300, 0.2703718, 1015.644
Search, 300, 2.210105, 1017.854
Search, 300, 0.974343, 1018.829
Search, 300, 2.127863, 1020.956
Search, 300, 1.685997, 1022.642
Search, 300, 1.058669, 1023.701
Search, 300, 2.538515, 1026.24
Search, 300, 0.9754786, 1027.215
Search, 300, 0.2199621, 1027.435
Search, 300, 1.475475, 1028.911
Search, 300, 2.434448, 1031.345
Search, 300, 2.631756, 1033.977
Search, 300, 1.903445, 1035.88
Search, 300, 2.397227, 1038.277
Search, 300, 0.7635118, 1039.041
Search, 300, 1.443344, 1040.484
Search, 300, 1.961359, 1042.446
Search, 300, 0.7835085, 1043.229
Search, 300, 1.970216, 1045.199
Search, 300, 2.489438, 1047.689
Search, 300, 2.342116, 1050.031
Search, 300, 1.586818, 1051.618
Search, 300, 1.119117, 1052.737
Search, 300, 1.820507, 1054.557
Search, 300, 1.660679, 1056.218
Search, 300, 2.674098, 1058.892
Search, 300, 2.519838, 1061.412
Search, 300, 0.9743273, 1062.386
Search, 300, 2.490483, 1064.877
Search, 300, 2.250296, 1067.127
Search, 300, 1.048366, 1068.175
Search, 300, 2.521718, 1070.697
Search, 300, 1.325781, 1072.023
Search, 300, 2.530111, 1074.553
Search, 300, 1.283978, 1075.837
Search, 300, 0.5801846, 1076.417
Search, 300, 2.420405, 1078.838
Search, 300, 1.906305, 1080.744
Search, 300, 2.616813, 1083.361
Search, 300, 2.2413, 1085.602
Search, 300, 1.921093, 1087.523
Search, 300, 2.012709, 1089.536
Search, 300, 2.376573, 1091.912
Search, 300, 2.534256, 1094.447
Search, 300, 2.605266, 1097.052
Search, 300, 0.9470527, 1097.999
Search, 300, 0.2073316, 1098.206
Search, 300, 2.487302, 1100.694
Search, 300, 0.251702, 1100.945
Search, 300, 2.28461, 1103.23
Search, 300, 2.28671, 1105.517
Search, 300, 2.348556, 1107.865
Search, 300, 0.2324796, 1108.098
Search, 300, 2.338949, 1110.437
Search, 300, 1.281989, 1111.719
Search, 300, 2.123182, 1113.842
Search, 300, 1.691284, 1115.533
Search, 300, 2.330072, 1117.863
Search, 300, 1.018818, 1118.882
Search, 300, 2.665357, 1121.547
Search, 300, 0.3751153, 1121.922
Search, 300, 1.054322, 1122.977
Search, 300, 1.023511, 1124
Search, 300, 0.7545421, 1124.755
Search, 300, 2.451037, 1127.206
Search, 300, 0.53337, 1127.739
Search, 300, 0.1831122, 1127.922
Search, 300, 0.9895315, 1128.912
Search, 300, 1.466676, 1130.379
Search, 300, 2.431909, 1132.81
Search, 300, 0.4161514, 1133.227
Search, 300, 2.373194, 1135.6
Search, 300, 2.089266, 1137.689
Search, 300, 1.293335, 1138.982
Search, 300, 2.274431, 1141.257
Search, 300, 2.389834, 1143.647
Search, 300, 2.021161, 1145.668
Search, 300, 2.042559, 1147.71
Search, 300, 1.20904, 1148.919
Search, 300, 0.8930752, 1149.812
Search, 300, 2.420172, 1152.233
Search, 300, 2.437875, 1154.67
Search, 300, 1.846098, 1156.516
Search, 300, 2.247774, 1158.764
Search, 300, 2.14764, 1160.912
Search, 300, 1.29072, 1162.203
Search, 300, 2.388277, 1164.591
Search, 300, 2.343394, 1166.934
Search, 300, 0.8228821, 1167.757
Search, 300, 2.317097, 1170.074
Search, 300, 2.342374, 1172.417
Search, 300, 2.199478, 1174.616
Search, 300, 1.559764, 1176.176
Search, 300, 1.938556, 1178.115
Search, 300, 2.096129, 1180.211
Search, 300, 1.60942, 1181.82
Search, 300, 2.278972, 1184.099
Search, 300, 1.673027, 1185.772
Search, 300, 0.2976736, 1186.07
Search, 300, 2.41761, 1188.487
Search, 300, 2.35321, 1190.84
Search, 300, 0.2073205, 1191.048
Search, 300, 0.7574007, 1191.805
Search, 300, 2.397068, 1194.202
Search, 300, 2.293972, 1196.496
Search, 300, 2.175187, 1198.671
Search, 300, 2.226389, 1200.898
Search, 300, 2.624463, 1203.522
Search, 300, 0.9489595, 1204.471
Search, 300, 0.3065542, 1204.778
Search, 300, 2.418843, 1207.197
Search, 300, 0.2189454, 1207.416
Search, 300, 2.371897, 1209.788
Search, 300, 2.057676, 1211.845
Search, 300, 1.709547, 1213.555
Search, 300, 2.213346, 1215.768
Search, 300, 0.1348523, 1215.903
Search, 300, 2.389071, 1218.292
Search, 300, 1.978817, 1220.271
Search, 300, 1.622736, 1221.894
Search, 300, 2.555946, 1224.449
Search, 300, 1.929024, 1226.379
Search, 300, 2.082186, 1228.461
Search, 300, 0.1714277, 1228.632
Search, 300, 2.516098, 1231.148
Search, 300, 1.858884, 1233.007
Search, 300, 1.660296, 1234.667
Search, 300, 2.16486, 1236.832
Search, 300, 2.679115, 1239.511
Search, 300, 1.785215, 1241.297
Search, 300, 0.8471762, 1242.144
Search, 300, 1.19512, 1243.339
Search, 300, 2.691431, 1246.03
Search, 300, 2.492617, 1248.523
Search, 300, 0.2679515, 1248.791
Search, 300, 2.304103, 1251.095
Search, 300, 1.493802, 1252.589
Search, 300, 0.2872562, 1252.876
Search, 300, 1.029873, 1253.906
Search, 300, 0.93544, 1254.841
Search, 300, 0.7619898, 1255.603
Search, 300, 2.253974, 1257.857
Search, 300, 0.9600388, 1258.817
Search, 300, 2.506744, 1261.324
Search, 300, 2.058703, 1263.383
Search, 300, 0.7387482, 1264.121
Search, 300, 2.478117, 1266.6
Search, 300, 2.64582, 1269.245
Search, 300, 1.061995, 1270.307
Search, 300, 2.211154, 1272.519
Search, 300, 1.275274, 1273.794
Search, 300, 0.1654908, 1273.959
Search, 300, 2.463853, 1276.423
Search, 300, 1.01166, 1277.435
Search, 300, 0.4929474, 1277.928
Search, 300, 0.3999254, 1278.328
Search, 300, 1.381024, 1279.709
Search, 300, 2.632974, 1282.342
Search, 300, 2.547542, 1284.889
Search, 300, 2.587147, 1287.476
Search, 300, 0.7210796, 1288.198
Search, 300, 1.984455, 1290.182
Search, 300, 2.123392, 1292.305
Search, 300, 1.230571, 1293.536
Search, 300, 2.251561, 1295.788
Search, 300, 2.267703, 1298.055
Search, 300, 2.362077, 1300.417
Search, 300, 0.7648029, 1301.182
Search, 300, 1.005871, 1302.188
Search, 300, 2.030683, 1304.219
Search, 300, 2.421799, 1306.64
Search, 300, 1.660073, 1308.3
Search, 300, 2.324069, 1310.625
Search, 300, 1.41302, 1312.037
Search, 300, 2.363127, 1314.401
Search, 300, 1.617206, 1316.018
Search, 300, 1.690309, 1317.708
Search, 300, 1.902273, 1319.61
Search, 300, 2.172083, 1321.782
Search, 300, 2.150365, 1323.933
Search, 300, 2.55301, 1326.486
Search, 300, 2.501911, 1328.988
Search, 300, 1.553467, 1330.541
Search, 300, 1.901546, 1332.443
Search, 300, 1.93349, 1334.376
Search, 300, 0.5806028, 1334.957
Search, 300, 2.319318, 1337.276
Search, 300, 2.412891, 1339.689
Search, 300, 2.42629, 1342.115
Search, 300, 2.110843, 1344.226
Search, 300, 0.9097313, 1345.136
Search, 300, 1.795317, 1346.931
Search, 300, 2.464011, 1349.395
Search, 300, 2.118644, 1351.514
Search, 300, 1.794501, 1353.308
Search, 300, 2.200435, 1355.509
Search, 300, 2.171963, 1357.681
Search, 300, 2.190778, 1359.872
Search, 300, 2.560675, 1362.432
Search, 300, 1.790844, 1364.223
Search, 300, 1.926268, 1366.149
Search, 300, 0.2233174, 1366.373
Search, 300, 1.799461, 1368.172
Search, 300, 0.9177234, 1369.09
Search, 300, 1.866451, 1370.956
Search, 300, 0.8440523, 1371.8
Search, 300, 0.6595118, 1372.46
Search, 300, 1.49646, 1373.956
Search, 300, 2.453788, 1376.41
Search, 300, 2.607419, 1379.017
Search, 300, 0.8469025, 1379.864
Search, 300, 0.6195232, 1380.484
Search, 300, 1.92742, 1382.411
Search, 300, 2.20474, 1384.616
Search, 300, 1.247577, 1385.864
Search, 300, 0.197499, 1386.061
Search, 300, 0.368725, 1386.43
Search, 300, 1.816872, 1388.247
Search, 300, 2.115706, 1390.362
Search, 300, 1.686506, 1392.049
Search, 300, 1.094517, 1393.143
Search, 300, 0.6200611, 1393.764
Search, 300, 2.564697, 1396.328
Search, 300, 2.322048, 1398.65
Search, 300, 0.6461998, 1399.297
Search, 300, 0.7895488, 1400.086
Search, 300, 1.622741, 1401.709
Search, 300, 0.532205, 1402.241
Search, 300, 2.269283, 1404.51
Search, 300, 1.055125, 1405.565
Search, 300, 0.7180279, 1406.283
Search, 300, 0.1779045, 1406.461
Search, 300, 0.2248218, 1406.686
Search, 300, 2.002998, 1408.689
Search, 300, 1.046707, 1409.736
Search, 300, 1.886783, 1411.623
Search, 300, 0.5422493, 1412.165
Search, 300, 2.296933, 1414.462
Search, 300, 2.36136, 1416.823
Search, 300, 0.9614449, 1417.785
Search, 300, 0.051066, 1417.836
Search, 300, 2.339376, 1420.175
Search, 300, 2.455385, 1422.63
Search, 300, 2.167299, 1424.798
Search, 300, 2.305182, 1427.103
Search, 300, 1.42179, 1428.525
Search, 300, 1.810326, 1430.335
Search, 300, 0.7998362, 1431.135
Search, 300, 2.177575, 1433.313
Search, 300, 2.269133, 1435.582
Search, 300, 0.2707704, 1435.852
Search, 300, 1.913209, 1437.766
Search, 300, 2.006985, 1439.773
Search, 300, 2.325409, 1442.098
Search, 300, 2.534443, 1444.632
Search, 300, 1.93281, 1446.565
Search, 300, 2.141404, 1448.707
Search, 300, 0.8568697, 1449.563
Search, 300, 2.618679, 1452.182
Search, 300, 2.447347, 1454.63
Search, 300, 1.088013, 1455.718
Search, 300, 1.895856, 1457.613
Search, 300, 2.212735, 1459.826
Search, 300, 1.887696, 1461.714
Search, 300, 2.507862, 1464.222
Search, 300, 2.393511, 1466.615
Search, 300, 0.752613, 1467.368
Search, 300, 0.8129632, 1468.181
Search, 300, 2.288718, 1470.469
Search, 300, 0.1536895, 1470.623
Search, 300, 1.578862, 1472.202
Search, 300, 0.4881521, 1472.69
Search, 300, 1.922153, 1474.612
Search, 300, 2.349894, 1476.962
Search, 300, 0.3031998, 1477.265
Search, 300, 1.912855, 1479.178
Search, 300, 1.501347, 1480.68
Search, 300, 2.211715, 1482.891
Search, 300, 1.088994, 1483.98
Search, 300, 1.230504, 1485.211
Search, 300, 1.713161, 1486.924
Search, 300, 1.70093, 1488.625
Search, 300, 1.827699, 1490.453
Search, 300, 2.227337, 1492.68
Search, 300, 2.208563, 1494.888
Search, 300, 2.123602, 1497.012
Search, 300, 2.399021, 1499.411
Search, 300, 1.838215, 1501.249
Search, 300, 0.5043076, 1501.754
Search, 300, 1.457986, 1503.212
Search, 300, 2.376343, 1505.588
Search, 300, 0.5406112, 1506.129
Search, 300, 0.968383, 1507.097
Search, 300, 2.192936, 1509.29
Search, 300, 0.1747178, 1509.465
Search, 300, 2.417919, 1511.883
Search, 300, 2.416339, 1514.299
Search, 300, 2.580761, 1516.88
Search, 300, 1.797639, 1518.677
Search, 300, 0.237009, 1518.915
Search, 300, 2.470196, 1521.385
Search, 300, 0.3119164, 1521.697
Search, 300, 0.07828802, 1521.775
Search, 300, 2.465043, 1524.24
